aoi_id,next_aoi,transition_count,mean_duration,median_duration
Mid|5,Mid|5,2918,0.2194801312542809,0.23457300000063697
Mid|5,Dashboard|5,101,0.2176539999999486,0.20106500000019878
Dashboard|5,Mid|5,83,0.22851906024099816,0.23457599999983358
Right|4,Mid|5,54,0.1166668888889338,0.10053250000009939
Mid|5,Right|4,53,0.11507450943399988,0.1340410000002521
Mid|5,Right|7,52,0.10310982692306844,0.10053100000004633
Right|7,Mid|5,50,0.12533003999997164,0.1340424999998504
Mid|6,Mid|5,41,0.2084205853658515,0.20106500000019878
Mid|5,Right|8,40,0.08712785000004715,0.0670220000001791
Right|8,Mid|5,36,0.13869730555554977,0.13404399999990346
Mid|5,Mid|6,35,0.1848337714284883,0.20106500000019878
Mid|5,Right|1,32,0.11624028124998631,0.10053250000009939
Dashboard|5,Dashboard|5,31,0.15350077419351427,0.1675519999998869
Right|1,Mid|5,31,0.11134180645181445,0.0670220000001791
Mid|6,Mid|6,30,0.21223423333337146,0.23457250000001295
Right|2,Mid|5,21,0.1356388095237413,0.13404300000001967
Mid|5,Right|2,20,0.08042560000008052,0.0670220000001791
Dashboard|5,Left|4,12,0.09215466666652598,0.06702199999972436
Left|5,Mid|5,10,0.16420259999995324,0.15079849999983708
Dashboard|5,Left|5,10,0.08712799999993877,0.08377749999999651
Mid|5,Mid|2,9,0.2234051111109794,0.234574000000066
Mid|5,Dashboard|8,9,0.2531919999998233,0.2680869999994684
Mid|8,Mid|5,9,0.22712888888903157,0.23457599999983358
Mid|5,Mid|8,9,0.24202155555546292,0.16755299999931594
Left|4,Dashboard|5,9,0.044681000000107614,0.0
Right|4,Right|4,8,0.025132874999940213,0.0
Mid|2,Mid|5,8,0.18011987500017312,0.16755400000010923
Left|4,Mid|5,7,0.1388305714287656,0.1340440000003582
Mid|2,Mid|2,7,0.20106485714287764,0.20106500000019878
Dashboard|8,Dashboard|5,7,0.13404285714295838,0.13404300000001967
Dashboard|5,Left|2,5,0.09383019999986572,0.0670220000001791
Dashboard|5,Left|7,5,0.09383020000022953,0.13404300000001967
Mid|1,Mid|1,5,0.20776719999994384,0.20106500000019878
Left|2,Mid|5,4,0.15079925000031835,0.16755500000044776
Left|3,Mid|5,4,0.1340424999998504,0.13404299999956493
Dashboard|5,Left|3,4,0.058643999999958396,0.06702150000000984
Dashboard|2,Mid|5,4,0.20944200000030833,0.21781950000058714
Right|7,Mid|6,4,0.23457374999998137,0.2178195000001324
Mid|8,Mid|8,4,0.1675524999998288,0.15079699999932927
Left|7,Mid|5,4,0.13404349999996157,0.1340434999997342
Dashboard|6,Dashboard|6,4,0.2010624999998072,0.23457149999967442
Left|4,Left|4,3,0.033510666666491794,0.033510999999634805
Mid|5,Dashboard|6,3,0.16755300000022544,0.1675520000007964
Mid|1,Dashboard|5,3,0.02234033333328019,0.0
Mid|4,Mid|5,3,0.16755433333310066,0.16755399999965448
Mid|5,Dashboard|2,3,0.18989366666664864,0.16755399999965448
Right|3,Mid|5,3,0.022340666666423203,0.0
Right|7,Right|7,3,0.0,0.0
Mid|8,Right|7,3,0.044680666666863544,0.033510000000205764
Mid|5,Mid|1,3,0.245745666666456,0.26808600000003935
Mid|5,Right|3,3,0.2010643333336096,0.23457499999949505
Mid|6,Right|4,3,0.14521366666667745,0.20106500000019878
Right|4,Mid|6,3,0.055851333333521325,0.0335110000005443
Right|8,Right|8,3,0.08936099999997775,0.0
Dashboard|5,Mid|6,3,0.1228716666667727,0.0670220000001791
Dashboard|5,Mid|4,3,0.08936233333345929,0.1005330000007234
Right|2,Right|2,2,0.0,0.0
Dashboard|2,Dashboard|5,2,0.15079850000029182,0.15079850000029182
Dashboard|5,Dashboard|2,2,0.13404399999990346,0.13404399999990346
Mid|6,Dashboard|5,2,0.20106200000009267,0.20106200000009267
Dashboard|5,Mid|1,2,0.08377650000011272,0.08377650000011272
Right|1,Dashboard|5,2,0.21782050000001618,0.21782050000001618
Mid|5,Left|4,2,0.21782000000030166,0.21782000000030166
Left|2,Dashboard|5,2,0.11728799999991679,0.11728799999991679
Right|7,Left|3,2,0.11728750000020227,0.11728750000020227
Mid|9,Mid|5,2,0.2345735000003515,0.2345735000003515
Mid|1,Mid|5,2,0.20106299999997646,0.20106299999997646
Mid|3,Mid|3,2,0.11728799999991679,0.11728799999991679
Mid|2,Mid|6,2,0.45239100000026156,0.45239100000026156
Mid|2,Mid|1,2,0.16755400000010923,0.16755400000010923
Dashboard|5,Right|5,2,0.06702050000012605,0.06702050000012605
Right|8,Right|7,2,0.06702099999984057,0.06702099999984057
Left|4,Dashboard|6,2,0.0,0.0
Dashboard|6,Left|4,2,0.06702100000029532,0.06702100000029532
Dashboard|6,Mid|5,2,0.2021415000003799,0.2021415000003799
Right|3,Right|3,2,0.0,0.0
Dashboard|3,Left|3,1,0.0,0.0
Dashboard|3,Dashboard|2,1,0.20106500000019878,0.20106500000019878
Dashboard|2,Left|5,1,0.033510999999634805,0.033510999999634805
Mid|3,Right|1,1,0.033510999999634805,0.033510999999634805
Mid|3,Mid|6,1,0.10053200000038487,0.10053200000038487
Mid|2,Right|1,1,0.0335110000005443,0.0335110000005443
Mid|2,Right|4,1,0.033510999999634805,0.033510999999634805
Mid|3,Left|4,1,0.0,0.0
Mid|3,Mid|2,1,0.06702099999984057,0.06702099999984057
Left|9,Mid|7,1,0.16755100000045786,0.16755100000045786
Left|7,Right|4,1,0.0,0.0
Left|5,Dashboard|6,1,0.06702099999984057,0.06702099999984057
Left|5,Mid|1,1,0.0,0.0
Mid|1,Mid|2,1,0.20106500000019878,0.20106500000019878
Mid|1,Dashboard|8,1,0.06702099999984057,0.06702099999984057
Mid|2,Dashboard|5,1,0.0,0.0
Mid|1,Mid|8,1,0.2680870000003779,0.2680870000003779
Dashboard|8,Dashboard|8,1,0.13404399999944872,0.13404399999944872
Dashboard|8,Dashboard|6,1,0.20106500000019878,0.20106500000019878
Dashboard|6,Right|1,1,0.0335110000005443,0.0335110000005443
Dashboard|6,Left|5,1,0.2680820000005042,0.2680820000005042
Dashboard|6,Left|2,1,0.1340409999993426,0.1340409999993426
Dashboard|5,Mid|2,1,0.10053299999981391,0.10053299999981391
Dashboard|8,Left|4,1,0.10053100000004633,0.10053100000004633
Dashboard|8,Left|2,1,0.033510000000205764,0.033510000000205764
Left|3,Dashboard|5,1,0.0,0.0
Left|3,Dashboard|3,1,0.23457599999983358,0.23457599999983358
Left|2,Left|4,1,0.0,0.0
Left|2,Dashboard|3,1,0.10053299999981391,0.10053299999981391
Left|3,Right|1,1,0.10053199999947537,0.10053199999947537
Left|3,Mid|9,1,0.10053299999981391,0.10053299999981391
Left|4,Mid|2,1,0.5026550000002317,0.5026550000002317
Left|4,Mid|4,1,0.10053199999947537,0.10053199999947537
Dashboard|5,Right|4,1,0.0,0.0
Dashboard|5,Right|1,1,0.13404300000001967,0.13404300000001967
Mid|4,Dashboard|5,1,0.06702000000041153,0.06702000000041153
Mid|2,Mid|3,1,0.0,0.0
Mid|7,Left|9,1,0.1340410000002521,0.1340410000002521
Mid|7,Mid|5,1,0.2680819999995947,0.2680819999995947
Mid|7,Mid|7,1,0.10053100000004633,0.10053100000004633
Mid|7,Mid|8,1,0.9047769999997399,0.9047769999997399
Mid|5,Mid|3,1,0.20106500000019878,0.20106500000019878
Mid|5,Mid|7,1,0.2680819999995947,0.2680819999995947
Mid|5,Left|3,1,0.33510799999930896,0.33510799999930896
Mid|5,Left|2,1,0.33510800000021845,0.33510800000021845
Mid|6,Mid|3,1,0.10053299999981391,0.10053299999981391
Mid|6,Right|7,1,0.06702100000075006,0.06702100000075006
Mid|5,Mid|9,1,0.1675519999998869,0.1675519999998869
Mid|5,Right|5,1,0.2680869999994684,0.2680869999994684
Right|4,Mid|2,1,0.7037169999994148,0.7037169999994148
Right|4,Dashboard|5,1,0.16755300000022544,0.16755300000022544
Right|1,Right|1,1,0.0,0.0
Right|1,Dashboard|2,1,0.20106500000019878,0.20106500000019878
Right|1,Mid|3,1,0.1340410000002521,0.1340410000002521
Right|1,Mid|2,1,0.20106500000019878,0.20106500000019878
Right|1,Right|2,1,0.0,0.0
Right|4,Right|7,1,0.16755499999999302,0.16755499999999302
Right|7,Mid|2,1,0.16755400000056397,0.16755400000056397
Right|7,Dashboard|5,1,0.10053299999981391,0.10053299999981391
Right|5,Mid|5,1,0.06702099999984057,0.06702099999984057
Right|5,Right|4,1,0.16755499999999302,0.16755499999999302
Right|5,Left|4,1,0.0670220000001791,0.0670220000001791
Right|7,Mid|7,1,0.26808299999993324,0.26808299999993324
Right|8,Dashboard|5,1,0.1340410000002521,0.1340410000002521
Right|8,Mid|8,1,0.1340440000003582,0.1340440000003582
