aoi_id,next_aoi,transition_count,mean_duration,median_duration
Mid|2,Mid|2,18,0.2718105555427933,0.23457599995890632
Mid|1,Mid|1,11,0.2345760909110223,0.2010650000302121
Mid|5,Mid|5,11,0.18887972727481445,0.13404299999820068
Left|1,Right|1,9,0.0968091111151605,0.0
Right|7,Right|7,8,0.23457612500351388,0.16755499999271706
Right|6,Left|2,8,0.47334212502028095,0.05026650003856048
Right|3,Left|2,7,0.023936428570388153,0.03351099998690188
Mid|2,Dashboard|7,7,0.033510857145302,0.0
Right|8,Right|8,7,0.15319257142255083,0.13404400000581518
Left|2,Right|1,7,0.2297891428627606,0.1005330000189133
Dashboard|7,Mid|2,7,0.019148999999742955,0.0
Dashboard|9,Mid|2,6,0.016755500003152218,0.0
Mid|2,Dashboard|8,6,0.0,0.0
Mid|7,Mid|7,6,0.16196916666619168,0.1843094999785535
Mid|3,Mid|3,6,0.2625021666560012,0.13404350000200793
Right|1,Left|2,6,0.02792583333211951,0.01675549999345094
Right|1,Right|1,6,0.1507989999857576,0.11728850001236424
Right|1,Left|1,6,0.05585149999630327,0.05026649998035282
Mid|3,Left|2,6,0.050266166673585154,0.0502660000056494
Left|2,Left|2,6,0.1563841666696438,0.11728800000855699
Left|2,Left|1,6,0.30718316667480394,0.2848430000303779
Left|2,Right|6,6,0.12287333331187256,0.1340434999729041
Mid|2,Dashboard|9,5,0.0,0.0
Left|2,Right|3,5,0.6233024000073784,0.1005330000189133
Left|2,Right|2,5,0.3418107999954373,0.06702200003201142
Right|2,Left|2,4,0.041888749998179264,0.03351100001600571
Mid|8,Mid|8,4,0.1256662499945378,0.11728850001236424
Left|4,Left|4,4,0.10053275000245776,0.11728800000855699
Left|2,Mid|2,4,0.2010644999827491,0.13404249999439344
Left|5,Left|5,4,0.1590952500118874,0.1506365000095684
Dashboard|8,Mid|2,3,0.4691523333506969,0.0
Left|1,Dashboard|5,3,0.011170333328967294,0.0
Dashboard|7,Mid|1,3,0.044681333335271724,0.0
Left|2,Mid|3,3,0.41330166669407237,0.5361750000156462
Left|1,Mid|2,3,0.08936133332705747,0.1005320000112988
Mid|2,Mid|5,3,0.659047999981946,0.6702179999556392
Right|4,Right|4,3,0.1117026666761376,0.1005320000112988
Right|6,Right|6,3,0.2457466666625502,0.16755399998510256
Right|5,Right|5,3,0.12287366665744533,0.13404400000581518
Mid|3,Left|1,3,0.06702199999320631,0.06702199997380376
Mid|5,Mid|8,3,0.5920263333246112,0.5026640000287443
Dashboard|5,Dashboard|5,3,0.17872466664994135,0.1005330000189133
Mid|1,Mid|2,3,0.6590476666848796,0.2010660000378266
Mid|2,Left|1,3,0.11170333330907549,0.13404399994760752
Mid|2,Left|2,3,0.033511000025706984,0.03351100004510954
Left|7,Left|7,2,0.2513310000067577,0.2513310000067577
Mid|5,Dashboard|1,2,0.23457650002092123,0.23457650002092123
Left|9,Left|9,2,0.1507990000245627,0.1507990000245627
Mid|1,Dashboard|7,2,0.03351099998690188,0.03351099998690188
Left|8,Left|5,2,0.18430999998236075,0.18430999998236075
Left|1,Left|1,2,0.05026650000945665,0.05026650000945665
Left|1,Right|6,2,0.3853755000163801,0.3853755000163801
Left|5,Left|4,2,0.6367075000307523,0.6367075000307523
